"GEOID","B01001_001","B25001_001","B26001_001","commuteDuration30minplus","commuteDuration60minplus","aggtraveltimeperperson","vehicle","novehiclesavailable","privatetransportmethod","publictransportation","walkingdistancecommute","commutertrain","workedfromhome","ua_per_facilities_prior1980","ua_per_facilities_after2000","ua_total_voms","ua_voms_per_person","ua_per_dr_service","ua_per_do_service","ua_voms_per_facility","ua_oe_after_fares","ua_est_operating_cost_per_person","ua_est_daily_cost","ua_cost_per_hour","ua_passengers_per_hour","ua_est_daily_ridership","ua_est_cost_per_passenger","ua_est_fare_per_person","fatalmvapercapita","fatalmvatrailerpercapita","fatalmvapedestrianstrikepercapita","fatalintoxicationmvapercapita","transportation_score","transportation_rnk","transp_score1","transp_score2","transp_score3","transp_score4","transportation_state_rnk","NAME"
"18065",48896,20968,3226,36.6701735928459,9.41609679116254,23.7858490109784,2.01966413867822,1.80023228803717,79.8181554384098,0.280504908835905,1.43154229336944,0,8.06209798326643,0,0,4,0.000193451661266141,50,100,4,745.589,43244.162,2.4148632,0.1006193,4.0092,5580.8064,25.0971016661678,0,10.2257853403141,0,0,2.04515706806283,98.79,71.8244084682441,97.22,119.5,105.34,92.93,65.9340659340659,"Henry County, Indiana"
"18067",83610,39795,1166,22.7363947585881,6.22712784795184,19.0502878334994,1.86600814142162,2.47269501580085,80.2446584744824,0.152219639101074,1.52773165061441,0,6.22163179453116,0,100,31,0.000857965238569689,50,100,10.3333333333333,2669.18,146856.875,3.5077968,0.1461582,21.0105,27733.86,6.95643606768045,0.945,11.9602918311207,0,1.19602918311207,4.78411673244827,97.87,62.920298879203,97.59,127.12,86.4,94.17,49.4505494505495,"Howard County, Indiana"
"18069",36757,16275,1381,28.5129686465668,3.7732442679184,20.1478873239437,1.97957575359559,1.13122171945701,78.7887323943662,0.0732394366197183,2.97464788732394,0,6.3830985915493,100,0,15,0.000845070422535211,100,100,15,757.537,10419.981,0.8838456,0.0368269,1.3877,432.9624,26.538084600418,44,5.44114046304105,0,0,2.72057023152053,107.14,94.0535491905355,105.81,132.49,87.88,93.8,95.6043956043956,"Huntington County, Indiana"
"18071",46319,19231,749,29.8243128364976,7.50920940776424,22.6426105913344,2.09191321499014,2.80684196160495,82.9321464256517,0.00908347715505496,2.36624579889182,0,3.83322735943319,0,100,4,0.000181669543101099,100,100,4,352.353,799.726,1.1271696,0.0469654,3.6682,176.0736,12.8033913090889,47.51,12.9536475312507,2.15894125520845,4.31788251041689,2.15894125520845,97.54,59.1531755915318,97.17,135.38,97.22,88.71,46.1538461538462,"Jackson County, Indiana"
"18073",33198,13708,567,44.6282130797326,12.1356212528427,26.6632826827351,2.22262831717782,1.2810353935552,83.3966465810846,0.203039035892062,1.17893633743778,0,4.95808226355777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0733779143322,6.0244593047774,3.0122296523887,9.03668895716609,95.28,18.7110834371108,97.06,86.82,117.63,83.54,16.4835164835165,"Jasper County, Indiana"
"18075",20281,8908,262,28.4613441131885,6.51844365841334,20.4387814879906,1.92963940193492,5.91889357712143,77.0826010544815,0.480374926772115,2.26127709431752,0,7.25248974809607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86144667422711,0,0,4.93072333711355,96.15,36.3013698630137,97.06,86.82,92.01,104.45,30.7692307692308,"Jay County, Indiana"
"18077",33074,14446,1940,27.4836577832052,6.89605631779326,20.8004783054322,2.03811323726278,1.01569066965537,84.4345746498121,0,2.5486846600615,0,4.87871540826785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0940920360404,0,0,3.0235230090101,94.44,6.4134495641345,97.06,86.82,92.47,86.13,3.2967032967033,"Jefferson County, Indiana"
"18079",27584,11691,366,35.7249009247028,6.67107001321004,24.0610402976803,2.2935873605948,1.24622956024766,82.8437970073628,0,0.855039189296176,0,4.10893832633996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62529002320186,0,0,0,94.63,8.74844333748443,97.06,86.82,101.42,81.47,7.69230769230769,"Jennings County, Indiana"
"18081",163983,64800,2726,40.2519529875431,6.00042226757689,22.6994003363967,2.07952790467056,1.49290259422418,77.4516734514784,0.196231382395242,0.842210467298832,0,13.4083319113668,50,0,204,0.00248641006264778,50,61.5384615384615,4.25,127128.988,21594157.039,38.574444,1.6072685,67.3974,260423.5536,23.8476335882393,6996.211,1.21963862107658,0,0.609819310538288,0.609819310538288,105.94,93.0572851805728,104.39,114.06,101.2,96.54,92.3076923076923,"Johnson County, Indiana"
"18083",36108,16965,1772,24.1769666166108,4.4645951253321,19.753383543802,1.88358702845797,2.42246928028087,84.9368593918115,0.339770088906507,3.66385412537516,0,1.95367801121241,0,100,16,0.000906053570417351,100,100,16,1319.612,81305.4,1.856712,0.077363,3.7166,5351.904,20.8155303234139,35.478,2.76946936966877,0,0,2.76946936966877,97.95,63.9165628891656,97.41,142.94,85.79,90.33,51.6483516483516,"Knox County, Indiana"
"18085",80357,38587,1560,22.5596224613051,4.75294249838479,18.8691896659058,1.98157306202161,4.20293264329962,77.4979248806806,0.181572940444076,2.43307740195061,0,7.65978418759079,100,0,9,0.000233450923428097,100,100,9,782.87,55988.66,1.6812144,0.0700506,3.3058,5553.744,21.1902111440499,16.968,8.7111265975584,1.24444665679406,0,1.24444665679406,107.07,93.8667496886675,105.68,128.19,84.03,100.43,94.5054945054945,"Kosciusko County, Indiana"
"18087",40596,15023,261,29.2042958262143,5.75421039785209,20.1914237668161,1.60613870665417,29.0603574238507,48.7163677130045,0.610986547085202,2.65695067264574,0,8.1390134529148,0,100,9,0.000504484304932735,100,100,0,944.786,123995.348,1.8167232,0.0756968,2.2231,5815.6296,34.0501102064684,192.786,4.92659375307912,0,0,0,104.9,91.9676214196762,97.29,142.12,91.04,173.3,90.1098901098901,"LaGrange County, Indiana"
"18089",498990,216330,5239,42.3716961983519,11.2879181497254,26.7057790189631,1.79421007473872,2.55824247296772,80.5360118913562,1.50128372595829,1.11346335750642,0.826088914913743,7.23976397459574,41.6666666666667,0,2193,0.00987793342642223,52,76.1904761904762,0.465308720560153,6720978.374,26861551822.842,282.2256768,11.7594032,538.9188,43109192.6496,21.8203618058973,999289.047,7.21457343834546,0.801619270927273,2.60526263051364,2.80566744824546,165.09,98.9414694894147,165.68,114.13,115.23,98.14,100,"Lake County, Indiana"
"18091",112141,49878,6971,31.8850135161865,7.44599019801763,23.4209010491668,1.96941461962867,1.71199011124846,83.6371117054104,0.85167660975108,1.26517177535487,0.366179798395392,6.3958033326476,100,0,6,0.000123431392717548,50,100,6,2197.698,980045.226,6.6721848,0.2780077,15.2612,151635.2832,18.2166343406809,169.561,13.3760176920127,0,2.67520353840255,4.45867256400425,107.74,94.4271481942715,107,117.58,99.39,89.97,96.7032967032967,"LaPorte County, Indiana"
"18093",45077,20530,654,38.8662559618442,8.40123211446741,24.9603751465416,2.10002088118605,1.83098591549296,81.852286049238,0,2.16647127784291,0,5.61313012895662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.53,24.1282689912827,97.06,86.82,106.84,88.88,22.5274725274725,"Lawrence County, Indiana"
"18095",130949,59075,5162,39.4904458598726,8.20906706631697,23.9281415809191,1.87298223038056,2.64029784472453,76.8439253445441,0.393280330897934,1.42903154718516,0,9.51162041667373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4548411977182,0,3.05462431939152,5.34559255893516,96.8,48.8480697384807,97.06,86.82,105.5,100.09,40.6593406593407,"Madison County, Indiana"
"18097",971822,439034,15636,32.1628435843268,4.36408829407278,21.2608326749124,1.65190262742587,3.36394450162349,73.7991548585211,1.30607088431318,1.66151395817655,0,12.2710206532231,8.69565217391304,0,194,0.0004044337614633,50,54.5454545454545,4.21739130434783,124826.714,825870625.125,35.1716712,1.4654863,55.9673,8415243.228,26.1846882018607,6996.211,10.7015482259097,0.720296515205459,4.11598008688834,4.11598008688834,103.05,89.3835616438356,100.64,114.03,92.33,111.18,84.6153846153846,"Marion County, Indiana"
"18099",46225,19959,766,31.2319089437276,6.77034783888535,21.5759125784701,2.04114634286701,3.50314026517795,78.7537781911183,0.10230179028133,2.99000232504069,0,5.21739130434783,0,100,9,0.000418507323878168,100,100,0,496.014,12220.89,0.9688152,0.0403673,2.1216,1120.2048,19.0268193815988,59.481,8.65332612222823,4.32666306111412,2.16333153055706,2.16333153055706,98.27,67.0610211706102,97.23,136.3,95.52,96.26,60.4395604395604,"Marshall County, Indiana"
"18101",9854,4583,147,47.8072179077204,10.7811786203746,26.9847884976037,2.2408350305499,0.253057781526782,79.7041050218796,0,0.791831631589915,0,8.77266097103563,0,50,48,0.0100020837674516,50,100,24,2760.226,0,1.9428192,0.0809508,3.2218,0,25.1259544354088,219.263,10.148163182464,0,0,0,101.96,87.359900373599,99.73,133.08,118.04,86.51,79.1208791208791,"Martin County, Indiana"
"18103",35772,14927,2243,28.7251248154138,8.51557555727445,23.9664091367148,2.0024868123587,2.11665098777046,83.063486731609,0.362781323480013,1.981860933826,0,4.46086664427276,0,100,11,0.000738998992274101,100,100,11,546.843,31665.978,1.1070384,0.0461266,2.311,2995.056,19.9595845954132,39.564,8.38644750083864,0,0,2.79548250027955,98.54,69.6762141967621,97.32,140.75,99.81,89.26,62.0879120879121,"Miami County, Indiana"
"18105",139822,64850,14341,19.0850166329435,5.21622826571556,16.9704639492913,1.73532541535082,4.17489813557229,65.8317927047569,2.12313290489186,6.33565161252458,0,14.4320215981454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0063652357998,0,0,1.43039006737137,98.26,66.9676214196762,97.06,86.82,80.02,128.66,59.3406593406593,"Monroe County, Indiana"
"18107",38155,16534,1239,28.5355348169419,5.01914333572625,20.4113589586694,2.03336768874002,2.42754239691453,79.3958947544084,0.144629248484174,3.51004060744284,0,7.01451855148245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.86266544358538,0,0,2.62088848119512,95.25,18.2129514321295,97.06,86.82,89.96,96.2,15.3846153846154,"Montgomery County, Indiana"
"18109",72202,29749,878,52.946703385712,9.71650737080836,28.4665416786847,2.19922058239815,0.793925746290202,80.5278338621286,0.0951831554658206,0.816267666570522,0,10.9749062590136,8.69565217391304,0,194,0.00559561580617248,50,54.5454545454545,4.21739130434783,124826.714,4350156.525,35.1716712,1.4654863,55.9673,44326.1016,26.1846882018607,6996.211,11.0800254840586,1.38500318550733,1.38500318550733,1.38500318550733,102.94,89.0722291407223,101.44,114.03,121.59,89.14,81.8681318681319,"Morgan County, Indiana"
"18111",13859,6059,186,44.3883984867591,12.8805620608899,27.0576825771631,2.07512072974423,0.877045032889189,78.7822567043346,1.78782256704335,1.11317254174397,0.539720020239501,6.3754427390791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.77,71.7310087173101,98.71,86.82,119.06,93.17,64.8351648351648,"Newton County, Indiana"
"18113",47417,20212,707,36.7573388267241,6.01151739313638,23.8184328923337,1.96616771465138,6.18060200668896,76.5468395028732,0.209363446033231,1.51008953628224,0,4.85545013140897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.28,39.1656288916563,97.06,86.82,100.78,101.37,31.8681318681319,"Noble County, Indiana"
"18115",5993,2755,51,47.4323794590357,16.4641317130537,30.1411807847451,2.2169848071679,1.39347268060139,82.3982398239824,0,1.5034836817015,0,6.45397873120645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.44,42.5902864259029,97.06,86.82,130,85.8,35.1648351648352,"Ohio County, Indiana"
"18117",19746,9083,291,34.5764996629971,9.37991462592676,23.7880724174654,2.16962722041531,2.34316753647886,79.6379126730564,0.0958466453674121,2.31096911608094,0,5.19701810436635,0,100,7,0.000745473908413206,100,100,0,407.648,3825.945,1.01316,0.042215,1.027,221.832,41.1051606621227,17.457,10.128633647321,5.06431682366049,0,0,99.03,74.0037359900374,97.3,144.85,104.09,90.84,69.2307692307692,"Orange County, Indiana"
"18119",21434,9868,235,51.3062244434348,16.1290322580645,32.2180295668355,2.11991160735055,0.548086866597725,79.9441745063579,0,2.00558254936421,0,8.98376925462628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.21,54.7633872976339,97.06,86.82,134.65,90.33,45.0549450549451,"Owen County, Indiana"
"18121",16346,7625,1060,46.3357400722022,10.8303249097473,26.573432083202,1.93116123642439,10.3752759381898,70.9580838323353,0.252127324298771,2.88370627166719,0,12.7009139615506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.99,73.4433374844334,97.06,86.82,116.69,121.62,67.032967032967,"Parke County, Indiana"
"18123",19218,8544,1417,33.3163135052336,9.03752872095992,23.1315441087977,2.12566120500581,2.07004453002768,84.6190877361897,0.15645685401372,0.902635696233,0,5.716692742809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.16,16.5628891656289,97.06,86.82,101.99,85.13,14.2857142857143,"Perry County, Indiana"
"18125",12187,5592,208,41.2070960277671,6.421133821828,25.1839926402944,2.36023227873448,0.885282183696053,82.7782888684453,1.08555657773689,1.87672493100276,0,4.58141674333027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4109296791663,0,0,0,95.08,15.3798256537983,97.06,86.82,105.79,84.36,13.1868131868132,"Pike County, Indiana"
"18127",174150,72102,3522,42.320638202009,9.89637168376136,25.790925256142,1.96301194727329,2.17996969548854,81.7972879797748,0.643530222937256,1.00400391924421,0.459664444955183,8.7178990915579,41.6666666666667,0,2193,0.0265274770470188,52,76.1904761904762,0.465308720560153,6720978.374,4287532424.168,282.2256768,11.7594032,538.9188,6880915.2384,21.8203618058973,999289.047,6.31639391329314,1.14843525696239,0.574217628481194,1.72265288544358,155.4,98.692403486924,156.5,114.13,112.03,93.27,98.9010989010989,"Porter County, Indiana"
"18129",25163,11081,293,32.7480712955573,2.59820874346014,21.5820523473203,2.18675754625122,1.16327378479435,82.8334025758205,0.0747818861653511,2.55089322808475,0,6.29829663481512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9222668203314,0,0,3.97408894011048,94.48,6.72478206724782,97.06,86.82,90.69,87.05,4.3956043956044,"Posey County, Indiana"
"18131",12441,5830,175,34.1056533827618,8.45227062094532,23.6434782608696,2.08684102983245,3.0461270670148,75.6695652173913,0.278260869565217,2.03478260869565,0,6.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.14,36.1768368617684,97.06,86.82,102.35,97.19,29.6703296703297,"Pulaski County, Indiana"
"18133",37091,15148,4513,38.7351250167135,11.9601551009493,23.7246534713395,2.14399141630901,1.1128264505339,78.5908843290358,0,5.05417347618183,0,9.46068639912838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69607182335337,0,0,0,96.31,39.6326276463263,97.06,86.82,109.92,97.05,32.967032967033,"Putnam County, Indiana"
"18135",24425,11407,361,33.9908348276549,8.84638374178123,24.1487027851965,2.02592810842664,2.53937947494033,80.7325448302175,0.343380389164441,2.10797405570393,0,4.25410148798169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18833162743091,0,0,0,95.52,23.785803237858,97.06,86.82,103.53,91.65,20.8791208791209,"Randolph County, Indiana"
"18137",29039,12398,517,39.7430249632893,11.3803230543319,26.1012972674579,2.308735470236,1.83587549175236,82.700800441623,0,3.09136075075904,0,6.01711288987027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88728950721444,3.44364475360722,6.88728950721444,0,95.4,20.9838107098381,97.06,86.82,113.01,87.16,18.6813186813187,"Ripley County, Indiana"
"18139",16734,7364,172,38.6466591166478,12.9530011325028,25.3773710927064,2.08962406015038,1.31068610405243,82.1533529254609,0.267165375367352,1.32246860806839,0,5.63718942025114,0,100,4,0.000534330750734705,100,100,0,284.035,5854.88,2.3954496,0.0998104,2.9039,1393.872,34.3711560315438,8.709,0,0,0,0,99.39,76.6189290161893,97.3,142.24,113.53,87.23,74.7252747252747,"Rush County, Indiana"
"18141",272574,118329,11877,23.908228400014,3.71045380027207,19.2395642283078,1.75695528246344,3.27585226580459,74.939979061548,1.09257786978802,3.50128700635238,0.00472295909130267,9.73165720762915,0,75,64,0.000503782303072285,50,100,16,22105.05,34242015.52,15.2804592,0.6366858,48.19,1605305.28,13.2119900394273,2564.99,8.43807553178219,0,1.46749139683169,1.10061854762376,100.28,82.2851805728518,98.24,128.57,83.89,109.1,76.9230769230769,"St. Joseph County, Indiana"
"18143",24468,10774,401,37.2580323288765,4.68968269806426,22.5897815623843,2.05520390162914,4.79540825773005,83.3117363939282,0.15734912995187,1.25879303961496,0,7.23805997778601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08697073728952,0,0,4.08697073728952,95.55,24.5641344956413,97.06,86.82,97.54,93.41,24.1758241758242,"Scott County, Indiana"
"18145",45104,19576,798,36.5816789277436,5.94074372669556,22.7882531925683,2.06023697988427,2.12697240933838,79.3278318196487,0,1.92706652528699,0,8.50583191185284,0,100,4,0.000184408279931769,100,100,0,351.57,0,1.1736096,0.0489004,1.2963,0,37.7230579341202,25.354,13.3025895707698,2.21709826179496,0,0,99.17,75.1556662515567,97.16,143.54,99.14,93.82,72.5274725274725,"Shelby County, Indiana"
"18147",19871,8685,318,37.1767007172354,8.67202782003912,24.9048603929679,2.32447675147262,1.35191347753744,86.6080661840745,0.0413650465356774,1.78903826266805,0,4.83971044467425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.66,9.12204234122042,97.06,86.82,106.17,80.09,8.79120879120879,"Spencer County, Indiana"
"18149",23300,11214,84,48.0930131478866,13.9845702488319,30.121412803532,2.11726421557433,2.62464425002635,81.5095132975928,0.304846000210239,1.36655103542521,0,3.25869862293703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8755364806867,4.29184549356223,0,4.29184549356223,96.06,34.5890410958904,97.06,86.82,126.96,88.02,28.5714285714286,"Starke County, Indiana"
"18151",34648,19055,1414,25.0245017967984,6.31819666775564,20.3888508679151,2.03777697057755,2.70771988221739,83.2949667143657,0.31108069433211,2.9490449822684,0,4.77819946494121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88616947587162,0,0,2.88616947587162,94.75,10.1494396014944,97.06,86.82,89.7,91.18,9.89010989010989,"Steuben County, Indiana"
"18153",20766,8798,2093,35.5006031363088,6.93606755126659,24.0512521840419,2.14460179290633,2.12121212121212,84.4612696563774,0.046592894583576,1.23471170646476,0,3.43622597553873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63112780506597,0,0,4.81556390253299,94.62,8.56164383561644,97.06,86.82,101.65,83.67,6.59340659340659,"Sullivan County, Indiana"
"18155",9914,4399,101,55.1190201063092,17.6334642939681,32.6143936028432,2.16140620990506,2.68769435806308,85.3398489560196,0,1.68813860506442,0,3.88716126166148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.51,43.7733499377335,97.06,86.82,139.45,84.57,37.3626373626374,"Switzerland County, Indiana"
"18157",187399,79327,16162,12.3606989373099,3.10556711694517,15.8366343774619,1.73940737754485,4.41098173568833,73.4973314248305,2.46108096712271,6.05394849261565,0.0266302719616524,9.89092684442373,33.3333333333333,66.6666666666667,52,0.000576989225835802,60,100,17.3333333333333,12029.518,33955047.044,6.0749928,0.2531247,35.6786,1899243.2352,7.09458050484044,3279.34,6.93707010176148,1.06724155411715,2.1344831082343,2.1344831082343,102.94,89.0722291407223,100.74,127.34,71.7,119.46,81.8681318681319,"Tippecanoe County, Indiana"
"18159",15329,6836,242,36.0692102928128,7.39426205264715,23.5124364435894,2.17334397446129,0.550130656030807,80.2803353030095,0.59090284457881,2.04754706609867,0,7.07709220832761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52358275164721,0,0,0,95.56,24.8754669987547,97.06,86.82,101.85,89.33,25.2747252747253,"Tipton County, Indiana"
"18161",7028,3250,57,42.2418879056047,10.5309734513274,26.6860795454545,2.41935483870968,2.89772727272727,87.0738636363636,0.0852272727272727,2.30113636363636,0,3.69318181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.87,12.4221668742217,97.06,86.82,114.1,81.09,12.0879120879121,"Union County, Indiana"
"18163",179908,84809,6309,19.9742612242916,3.73940703688415,18.6475054229935,1.75020078240369,3.77459044882638,80.6439091220459,0.943030026258705,2.59847014499372,0,5.96415115880808,0,0,29,0.000331088023747003,50,100,9.66666666666667,6506.981,6431943.056,4.7451888,0.1977162,13.9359,276265.2816,14.1875443997158,1279.875,7.78175511928319,0.555839651377371,1.66751895413211,5.00255686239634,98.21,66.4694894146949,97.49,117.38,80.85,100.7,57.1428571428571,"Vanderburgh County, Indiana"
"18165",15452,7326,214,39.3677692683722,9.1575688447124,25.6347903923616,2.01356707317073,2.55223880597015,82.0378934805311,0.626585111144264,0.626585111144264,0,8.44398030732508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.43,42.3412204234122,97.06,86.82,109.11,92.24,34.0659340659341,"Vermillion County, Indiana"
"18167",106201,46937,7376,18.2748406785746,4.63378511803249,18.9601675356868,1.75180185467778,3.31324636337549,77.4510641935208,0.897512607915206,3.57722882297632,0,4.7696384306351,0,100,10,0.000213693478075049,60,100,10,3129.821,1364190.66,8.6973912,0.3623913,9.1434,92165.472,39.6341951571625,118.252,10.3577179122607,0.941610719296429,1.88322143859286,1.88322143859286,99.22,75.46699875467,97.48,141.31,81.54,103.09,73.6263736263736,"Vigo County, Indiana"
"18169",30901,14053,1726,29.3181987902322,5.16018221193339,20.3584519949246,2.05990122670065,1.73285198555957,82.5461722825321,0.119836458480192,2.58000845904413,0,5.60411673480897,0,100,4,0.000281968137600451,100,100,0,510.393,8973.399,1.8896664,0.0787361,2.3106,942.7248,34.0760408551891,17.454,0,0,0,0,98.24,66.7185554171856,97.22,142.13,90.53,89.52,58.2417582417582,"Wabash County, Indiana"
"18171",8469,3687,91,41.7797494780793,7.20250521920668,23.8854905798874,2.30634117296815,0.342549547345241,76.8779055541962,0.0244678248103744,1.8106190359677,0,6.23929532664546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.53,24.1282689912827,97.06,86.82,105.38,87.92,22.5274725274725,"Warren County, Indiana"
"18173",64650,26567,889,28.7762117566174,4.48951529735304,21.1213695543315,2.16876543709762,0.813898888714979,81.9886079118678,0.0688532799198798,1.53355032548823,0,8.957185778668,0,0,29,0.000907611417125688,50,100,9.66666666666667,6506.981,171310.832,4.7451888,0.1977162,13.9359,7358.1552,14.1875443997158,1279.875,3.09358081979892,0,1.54679040989946,0,97.96,64.0722291407223,97.63,117.38,90.36,87.84,52.7472527472527,"Warrick County, Indiana"
"18175",28167,12162,321,49.5841650033267,11.626746506986,29.8500348756103,2.23012552301255,2.31872818922063,77.7881112919476,0.124002170037976,0.705262342090987,0,6.81236921646129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10050768629957,0,3.55025384314979,0,96.66,46.6998754669988,97.06,86.82,124.21,90.45,38.4615384615385,"Washington County, Indiana"
"18177",66377,30758,2296,22.3845257176162,5.97406382048667,19.6561922998017,1.85349392199269,3.38414739534723,79.2792176707926,0.232510428776585,2.67728920194215,0,6.13417219448813,0,100,9,0.000307734391027833,50,100,9,1017.664,77748.82,2.431236,0.1013015,10.8381,17687.7792,9.34679510246261,125.701,4.51963782635552,0,1.5065459421185,1.5065459421185,97.94,63.7297633872976,97.3,127.55,86.69,98.53,50.5494505494505,"Wayne County, Indiana"
"18179",28261,12003,560,30.2152876753432,4.95086640162028,21.820107314318,2.13573943661972,1.72316384180791,85.9220559164078,0.225924879977408,1.26376729737362,0,5.88110703191189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53844520717597,0,0,3.53844520717597,94.54,7.4719800747198,97.06,86.82,92.79,84.13,5.49450549450549,"Wells County, Indiana"
"18181",24709,12926,253,30.0397942346889,3.96971755799282,21.7082385070551,2.10126710593006,0.209414549758718,79.4902139280837,0.345926263086026,1.61128812016386,0,6.20846609012289,0,100,5,0.000455166135639508,100,100,0,291.031,11729.84,1.3933272,0.0580553,1.8409,1678.9008,31.53636808083,17.649,16.1884333643612,4.04710834109029,0,0,98.17,66.0336239103362,97.24,141.15,91.19,88.51,54.9450549450549,"White County, Indiana"
"18183",34388,14940,373,32.3381820491647,3.62065679984755,20.925129594722,2.12779093976596,2.25222569423973,82.822808671065,0.141376060320452,1.28416588124411,0,7.26319509896324,0,100,8,0.000471253534401508,100,100,8,682.756,19546.728,1.4831712,0.0617988,2.2734,1309.4784,27.183425705991,131.691,20.3559381179481,2.90799115970687,0,8.72397347912062,98.14,65.6288916562889,97.26,142.43,90.94,88.62,53.8461538461538,"Whitley County, Indiana"
"19001",7471,3595,156,26.6463414634146,8.56707317073171,19.1059602649007,2.36073619631902,1.32450331125828,80.794701986755,0.358719646799117,2.04194260485651,0,9.49227373068433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.2,17.5591531755915,97.06,86.82,91.91,89.05,33.6734693877551,"Adair County, Iowa"
"19003",3641,1892,103,27.4267100977199,4.56026058631922,17.7251324308417,2.16274509803922,1.23602118893467,75.868157739847,0,3.59034726309594,0,9.65273690406121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.43,21.6998754669988,97.06,86.82,84.96,97.28,42.8571428571429,"Adams County, Iowa"
"19005",14038,7730,272,32.4620160104558,7.22104231334749,21.4050822122571,2.13346613545817,2.15730337078652,73.9312406576981,0.0149476831091181,6.17339312406577,0,8.50523168908819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.07,34.7758405977584,97.06,86.82,96.61,103.9,62.2448979591837,"Allamakee County, Iowa"
"19007",12242,6314,194,27.5652173913043,7.19565217391304,19.8871721894694,1.98381941669996,2.34550275341628,79.284407399878,0.142305346615166,1.15877210815206,0,6.48505793860541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.46,22.5093399750934,97.06,86.82,91.65,92.88,47.4489795918367,"Appanoose County, Iowa"
"19009",5622,2786,115,21.9016659894352,5.60747663551402,16.9097605893186,1.97544554455446,3.13075506445672,81.5837937384899,0,3.75690607734807,0,9.35543278084715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7872643187478,0,0,0,95.12,15.8156911581569,97.06,86.82,82.09,98.06,30.6122448979592,"Audubon County, Iowa"
"19011",25698,11095,338,39.5942963843151,3.85333559667289,22.4507791714177,2.34823459598457,1.19664634146341,79.9163816039529,0.235651843405549,1.95362979855568,0,10.4370961611555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.59,25.4981320049813,97.06,86.82,97.54,90.03,54.0816326530612,"Benton County, Iowa"
"19013",130693,58748,4728,9.78922716627635,2.83539645366343,14.7228639179989,1.8881838481578,2.80144245153772,77.855121242255,0.209592289451541,3.25709477549147,0,8.54432800428364,50,0,27,0.000413065095999388,60,100,13.5,6226.809,1006806.835,8.0990256,0.3374594,10.4875,34482.9,32.1772967818832,1122.146,3.06060768365559,0,2.29545576274169,0,102.82,88.8854296388543,101.82,127.44,68.31,100.91,93.8775510204082,"Black Hawk County, Iowa"
"19015",26669,12005,560,30.1573564122738,4.12273800157356,20.3924304214066,2.19862825788752,1.66954519286126,80.3749016240967,0.507977391428776,2.07483723259641,0,9.06489232310224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2490157111253,0,0,0,95.27,18.5242839352428,97.06,86.82,89.64,92.14,34.6938775510204,"Boone County, Iowa"
